_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_image_focus_on_ingredients_by_themselves_or_prepared_meals_or_dishes,does_the_image_focus_on_ingredients_by_themselves_or_prepared_meals_or_dishes:confidence,what_type_of_food_is_in_the_image,what_type_of_food_is_in_the_image:confidence,which_foodrelated_activities_if_any_are_taking_place_in_the_image,which_foodrelated_activities_if_any_are_taking_place_in_the_image:confidence,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_image_focus_on_ingredients_by_themselves_or_prepared_meals_or_dishes_gold,does_the_person_have_noticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_noticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,does_the_person_have_noticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trendconfidence,does_the_person_have_noticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trendconfidence_summary,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trendconfidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trendconfidence_summary,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity,_activity_gold,_activityconfidence,_activityconfidence_summary,_scenario,_scenario_gold,_scenarioconfidence,_scenarioconfidence_summary,system_identifier,what_does_the_image_focus_on,what_does_the_image_focus_on_gold,what_does_the_image_focus_onconfidence,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_main_scenario_portrayed_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_imageconfidence_summary,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,what_type_of_food_is_in_the_image_gold,what_types_of_objects_are_in_the_image,what_types_of_objects_are_in_the_image_gold,what_types_of_objects_are_in_the_imageconfidence,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in_gold,which_activities_are_the_people_involved_inconfidence,which_activities_are_the_people_involved_inconfidence_summary,which_foodrelated_activities_if_any_are_taking_place_in_the_image_gold,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing_gold,which_of_the_following_emotions_are_the_people_expressingconfidence,which_of_the_following_emotions_are_the_people_expressingconfidence_summary,Keywords
",,FALSE,3/10/17 23:00,3,1177859340,finalized,,,,,,,,,TRU1441768,,,,Young Adult,,,0.7064,White or Caucasian,,,0.6603,Male,,,1,cooking,,0.6742,"""fashion"": 0.326
""cooking"": 0.674
",Half length shot,,,0.6333,Standing,,,1,,,,,,,1,""""": 1.0
",,neutral,,0.6568,"""neutral"": 0.657
"""": 0.343
",ingredients|carbs|cooking|cooking|

1194823973,FALSE,finalized,3,3/30/17 19:26,ingredients,0.7252,"
seasonings","0.624
0.376",cooking,1,FALSE,3/30/17 15:52,3,1191981715,finalized,Yes,,,1,Yes,,,0.5208,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,no,,1,"""no"": 1.0
",2 people,,,0.6797,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/0/4/e/TRU1441785.jpg,fashion,,0.661,"""fashion"": 0.661
""no"": 0.339
",,FALSE,3/10/17 22:45,3,1177859349,finalized,cutting,,0.339,"""standing"": 0.322
""cutting"": 0.339
""cooking"": 0.339
",,,,,TRU1441785,,,,Young Adult,,,0.6797,White or Caucasian,,,1,Male,,,1,cooking,,0.661,"""cooking"": 0.661
""work"": 0.339
",Half length shot,,,0.6797,Standing,,,1,,,,,,,1,""""": 1.0
",,neutral,,0.661,"""neutral"": 0.661
""boredom"": 0.339
","ingredients|
seasonings|cooking|cooking|"

1194823974,FALSE,finalized,3,3/30/17 19:20,dishes,1,"
meat","0.6725
0.6234",cooking,0.6725,FALSE,3/30/17 15:46,3,1191981720,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,no,,0.6908,"""not_sure"": 0.309
""no"": 0.691
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/e/5/a/8/TRU1441796.jpg,fashion,,0.3754,"""not_sure"": 0.309
""no"": 0.315
""fashion"": 0.375
",,FALSE,3/10/17 23:03,3,1177859355,finalized,,,,,,,,,TRU1441796,,,,Middle-aged,,,0.6853,White or Caucasian,,,1,Male,,,1,cooking,,0.6908,""""": 0.309
""cooking"": 0.691
",Half length shot,,,1,Standing,,,0.6818,,,,,,,1,""""": 1.0
",,neutral,,1,"""neutral"": 1.0
"""": 0.309
","dishes|
meat|cooking|cooking|"

1194823975,FALSE,finalized,3,3/30/17 19:23,dishes,1,"vegetables
seasonings","0.7148
0.3802",cooking,1,FALSE,3/30/17 15:50,3,1191981722,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6731,"""semi identifiable"": 0.673
""unidentifiable"": 0.327
",,,,1,,,,,,,no,,1,"""no"": 1.0
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/b/8/b/TRU1441803.jpg,no,,1,"""no"": 1.0
",,FALSE,3/10/17 22:49,3,1177859359,finalized,,,,,,,,,TRU1441803,,,,Middle-aged,,,0.3619,White or Caucasian,,,0.6634,Male,,,1,cooking,,1,"""cooking"": 1.0
",Half length shot,,,0.6634,Standing,,,0.6381,,,,,,,1,""""": 1.0
",,,,0.6598,""""": 0.66
""neutral"": 0.34
","dishes|vegetables
seasonings|cooking|cooking|"

1194823976,FALSE,finalized,3,3/30/17 19:23,ingredients,0.6516,"vegetables
","0.6883
0.6601",cooking,1,FALSE,3/30/17 15:15,3,1191981863,finalized,Yes,,,0.3571,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6667,"""semi identifiable"": 0.667
""unidentifiable"": 0.333
",TRUE,,,0.6429,,,,,,,no,,1,"""no"": 1.0
",,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/1/5/8/TRU1441870.jpg,no,,1,"""no"": 1.0
",,FALSE,3/10/17 22:56,3,1177859409,finalized,,,0,,,,,,TRU1441870,,,,Mid Adult,,,0.3571,White or Caucasian,,,0.3571,Male,,,0.3571,cooking,,1,"""cooking"": 1.0
",Half length shot,,,0.3571,Standing,,,0.3571,,,,,,,0.653,""""": 0.653
"""": 0.347
",,,,0.665,"""neutral"": 0.335
"""": 0.665
","ingredients|vegetables
|cooking|cooking|"

1194823977,FALSE,finalized,3,3/30/17 19:22,ingredients,1,"
meat","0.6397
0.3603",cooking,1,FALSE,3/30/17 15:14,3,1191981867,finalized,Yes,,,0.6691,Maybe / ,,,0.6702,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,no,,0.6469,"""no"": 0.647
""not_sure"": 0.353
",2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/7/0/b/TRU1441879.jpg,no,,0.6469,"""no"": 0.647
""not_sure"": 0.353
",,FALSE,3/10/17 22:59,3,1177859414,finalized,cooking,,0.6876,"""cooking"": 0.688
",,,,,TRU1441879,,,,Mid Adult,,,1,White or Caucasian,,,0.3393,Male,,,1,cooking,,0.6876,"""work"": 0.312
""cooking"": 0.688
",Half length shot,,,1,Standing,,,1,,,,,,,0.6876,""""": 0.312
"""": 0.688
",,neutral,,1,"""neutral"": 1.0
"""": 0.312
","ingredients|
meat|cooking|cooking|"

1194823978,FALSE,finalized,3,3/30/17 19:23,ingredients,1,"
","0.3612
0.3573",cooking,1,FALSE,3/30/17 15:04,3,1191981868,finalized,Yes,,,1,Maybe / ,,,0.6695,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,neither,,,0.3633,,no,,0.6571,"""beauty"": 0.343
""no"": 0.657
",3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/8/a/6/TRU1441881.jpg,no,,0.6571,"""not_sure"": 0.343
""no"": 0.657
",,FALSE,3/10/17 23:02,3,1177859416,finalized,cocinando,,0.3297,"""cooking"": 0.327
""cocinando"": 0.33
",,,,,TRU1441881,,,,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,cooking,,1,"""cooking"": 1.0
",Half length shot,,,1,Standing,,,1,,,,,,,0.6571,"""eating"": 0.343
"""": 0.657
",,,,0.3429,""""": 0.343
""neutral"": 0.327
""excitement"": 0.33
","ingredients|
|cooking|cooking|"

1194823979,FALSE,finalized,3,3/30/17 19:26,dishes,0.6858,,1,cooking,0.6858,FALSE,3/30/17 15:28,3,1191981870,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.6667,"""semi identifiable"": 0.667
""identifiable"": 0.333
",,,,1,,,,,,,no,,0.6761,"""not_sure"": 0.324
""no"": 0.676
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/d/f/c/TRU1441885.jpg,no,,0.6761,"""not_sure"": 0.324
""no"": 0.676
",,FALSE,3/10/17 22:59,3,1177859419,finalized,,,,,,,,,TRU1441885,,,,Young Adult,,,0.6746,White or Caucasian,,,1,Female,,,1,cooking,,0.6761,""""": 0.324
""cooking"": 0.676
""domestic"": 0.338
",Half length shot,,,1,Standing,,,0.6746,,,,,,,0.662,""""": 0.662
""eating"": 0.338
",,,,0.662,""""": 0.662
""neutral"": 0.338
",dishes||cooking|cooking|

1194823980,FALSE,finalized,3,3/30/17 19:26,ingredients,1,,0.6898,,0.3568,FALSE,3/30/17 15:22,3,1191981883,finalized,Yes,,,0.6413,Yes,,,0.7052,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,Group,,,1,,no,,0.6724,"""not_sure"": 0.328
""no"": 0.672
",3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/8/3/c/TRU1441916.jpg,no,,0.6724,"""not_sure"": 0.328
""no"": 0.672
",,FALSE,3/10/17 22:48,3,1177859445,finalized,,,,,,,,,TRU1441916,,,,Mid Adult,,,1,White or Caucasian,,,1,Male,,,1,cooking,,0.3421,""""": 0.328
""cooking"": 0.342
""work"": 0.33
",Full body shot,,,0.6413,Standing,,,1,,,,,,,1,""""": 1.0
",,,,1,""""": 1.0
",ingredients|||cooking|

1194823981,FALSE,finalized,3,3/30/17 19:23,ingredients,0.684,"
carbs","0.6678
0.6481",cooking,1,FALSE,3/30/17 15:36,3,1191981886,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,no,,0.6516,"""no"": 0.652
""beauty"": 0.348
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/c/5/d/TRU1441924.jpg,fashion,,0.67,"""fashion"": 0.67
""no"": 0.33
",,FALSE,3/10/17 22:57,3,1177859451,finalized,,,0,,,,,,TRU1441924,,,,Middle-aged,,,0.6793,White or Caucasian,,,0.6751,Male,,,1,cooking,,1,"""cooking"": 1.0
""hobby"": 0.322
",Half length shot,,,0.6456,Standing,,,1,,,,,,,0.3484,""""": 0.322
""laughing"": 0.33
"""": 0.348
",,laughter,,0.6784,"""excitement"": 0.322
""laughter"": 0.678
""happiness"": 0.348
","ingredients|
carbs|cooking|cooking|"

1194823982,FALSE,finalized,3,3/30/17 19:29,ingredients,1,"
","1.0
0.6667",,1,FALSE,3/30/17 15:45,3,1191981899,finalized,Yes,,,0.663,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,no,,0.6538,"""not_sure"": 0.346
""no"": 0.654
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/a/f/0/TRU1441956.jpg,no,,0.6538,"""not_sure"": 0.346
""no"": 0.654
",,FALSE,3/10/17 22:45,3,1177859467,finalized,,,,,,,,,TRU1441956,,,,Mid Adult,,,0.6683,White or Caucasian,,,1,Male,,,1,cooking,,0.3462,""""": 0.346
""cooking"": 0.346
""domestic"": 0.308
",Full body shot,,,1,Standing,,,0.663,,,,,,,1,""""": 1.0
",,happiness,,0.3462,""""": 0.346
""happiness"": 0.346
""sadness"": 0.308
","ingredients|
||cooking|"

1194823983,FALSE,finalized,3,3/30/17 19:25,dishes,1,,0.6786,serving_food,1,FALSE,3/30/17 15:09,3,1191981900,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,no,,0.678,"""no"": 0.678
""beauty"": 0.322
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/b/8/b/TRU1441958.jpg,no,,0.678,"""no"": 0.678
""fashion"": 0.322
",,FALSE,3/10/17 23:01,3,1177859468,finalized,,,,,,,,,TRU1441958,,,,Young Adult,,,0.6418,White or Caucasian,,,1,Male,,,1,cooking,,1,"""cooking"": 1.0
""fashion"": 0.322
""hobby"": 0.322
",Half length shot,,,0.7164,Standing,,,1,,,,,relaxing,,0.6523,"""relaxing"": 0.652
"""": 0.348
",,stress,,0.3477,"""sadness"": 0.33
""neutral"": 0.322
""stress"": 0.348
",dishes||serving_food|cooking|

1194823984,FALSE,finalized,3,3/30/17 19:23,ingredients,1,,0.6682,cooking,0.3352,FALSE,3/30/17 15:48,3,1191981901,finalized,Yes,,,0.3221,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,1,"""unidentifiable"": 1.0
",TRUE,,,0.6779,,,,,,,no,,1,"""no"": 1.0
",,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/8/0/2/TRU1441960.jpg,no,,0.6653,"""not_sure"": 0.335
""no"": 0.665
